identifier,source_ref,dimension,dataset_id,indicator_id,policy_count,status,error
urn:sds:reg:gri:gri_202_1_c,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_202_1_c,urn:ngsi-ld:Indicator:Whether_a_local_minimum_wage_is_absent_or_variable_at_significant_locations_of_operation_by_gend,2,success,
urn:sds:reg:gri:gri_202_1_d,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_202_1_d,urn:ngsi-ld:Indicator:The_definition_used_for_significant_locations_of_operation_.,2,success,
urn:sds:reg:gri:gri_202_2_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_202_2_a,urn:ngsi-ld:Indicator:Percentage_of_senior_management_at_significant_locations_of_operation_that_are_hired_from_the_lo,2,success,
urn:sds:reg:gri:gri_202_2_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_202_2_b,urn:ngsi-ld:Indicator:The_definition_used_for_senior_management_.,2,success,
urn:sds:reg:gri:gri_202_2_c,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_202_2_c,urn:ngsi-ld:Indicator:The_organization_s_geographical_definition_of_local_.,2,success,
urn:sds:reg:gri:gri_202_2_d,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_202_2_d,urn:ngsi-ld:Indicator:The_definition_used_for_significant_locations_of_operation_.,2,success,
urn:sds:reg:gri:gri_203_1_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_203_1_a,urn:ngsi-ld:Indicator:Extent_of_development_of_significant_infrastructure_investments_and_services_supported.,2,success,
urn:sds:reg:gri:gri_203_1_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_203_1_b,urn:ngsi-ld:Indicator:Current_or_expected_impacts_on_communities_and_local_economies_including_positive_and_negative_i,2,success,
urn:sds:reg:gri:gri_203_1_c,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_203_1_c,urn:ngsi-ld:Indicator:Whether_these_investments_and_services_are_commercial_in-kind_or_pro_bono_engagements.,2,success,
urn:sds:reg:gri:gri_203_2_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_203_2_a,urn:ngsi-ld:Indicator:Examples_of_significant_identified_indirect_economic_impacts_of_the_organization_including_posit,2,success,
urn:sds:reg:gri:gri_203_2_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_203_2_b,urn:ngsi-ld:Indicator:Significance_of_the_indirect_economic_impacts_in_the_context_of_external_benchmarks_and_stakehol,2,success,
urn:sds:reg:gri:gri_204_1_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_204_1_a,urn:ngsi-ld:Indicator:Percentage_of_the_procurement_budget_used_for_significant_locations_of_operation_that_is_spent_o,2,success,
urn:sds:reg:gri:gri_204_1_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_204_1_b,urn:ngsi-ld:Indicator:The_organization_s_geographical_definition_of_local_.,2,success,
urn:sds:reg:gri:gri_204_1_c,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_204_1_c,urn:ngsi-ld:Indicator:The_definition_used_for_significant_locations_of_operation_.,2,success,
urn:sds:reg:gri:gri_205_1_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_1_a,urn:ngsi-ld:Indicator:Total_number_and_percentage_of_operations_assessed_for_risks_related_to_corruption.,2,success,
urn:sds:reg:gri:gri_205_1_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_1_b,urn:ngsi-ld:Indicator:Significant_risks_related_to_corruption_identified_through_the_risk_assessment.,2,success,
urn:sds:reg:gri:gri_205_2_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_2_a,urn:ngsi-ld:Indicator:Total_number_and_percentage_of_governance_body_members_that_the_organization_s_anti-corruption_p,2,success,
urn:sds:reg:gri:gri_205_2_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_2_b,urn:ngsi-ld:Indicator:Total_number_and_percentage_of_employees_that_the_organization_s_anti-corruption_policies_and_pr,2,success,
urn:sds:reg:gri:gri_205_2_c,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_2_c,urn:ngsi-ld:Indicator:Total_number_and_percentage_of_business_partners_that_the_organization_s_anti-corruption_policie,2,success,
urn:sds:reg:gri:gri_205_2_d,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_2_d,urn:ngsi-ld:Indicator:Total_number_and_percentage_of_governance_body_members_that_have_received_training_on_anti-corru,2,success,
urn:sds:reg:gri:gri_205_2_e,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_2_e,urn:ngsi-ld:Indicator:Total_number_and_percentage_of_employees_that_have_received_training_on_anti-corruption_broken_d,2,success,
urn:sds:reg:gri:gri_205_3_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_3_a,urn:ngsi-ld:Indicator:Total_number_and_nature_of_confirmed_incidents_of_corruption.,2,success,
urn:sds:reg:gri:gri_205_3_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_3_b,urn:ngsi-ld:Indicator:Total_number_of_confirmed_incidents_in_which_employees_were_dismissed_or_disciplined_for_corrupt,2,success,
urn:sds:reg:gri:gri_205_3_c,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_3_c,urn:ngsi-ld:Indicator:Total_number_of_confirmed_incidents_when_contracts_with_business_partners_were_terminated_or_not,2,success,
urn:sds:reg:gri:gri_205_3_d,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_205_3_d,urn:ngsi-ld:Indicator:Public_legal_cases_regarding_corruption_brought_against_the_organization_or_its_employees_during,2,success,
urn:sds:reg:gri:gri_206_1_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_206_1_a,urn:ngsi-ld:Indicator:Number_of_legal_actions_pending_or_completed_during_the_reporting_period_regarding_anti-competit,2,success,
urn:sds:reg:gri:gri_206_1_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_206_1_b,urn:ngsi-ld:Indicator:Main_outcomes_of_completed_legal_actions_including_any_decisions_or_judgements.,2,success,
urn:sds:reg:gri:gri_207_1_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_1_a,urn:ngsi-ld:Indicator:A_description_of_the_approach_to_tax_including_,2,success,
urn:sds:reg:gri:gri_207_1_a_i,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_1_a_i,urn:ngsi-ld:Indicator:whether_the_organization_has_a_tax_strategy_and_if_so_a_link_to_this_strategy_if_publicly_availa,2,success,
urn:sds:reg:gri:gri_207_1_a_ii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_1_a_ii,urn:ngsi-ld:Indicator:the_governance_body_or_executive-level_position_within_the_organization_that_formally_reviews_an,2,success,
urn:sds:reg:gri:gri_207_1_a_iii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_1_a_iii,urn:ngsi-ld:Indicator:the_approach_to_regulatory_compliance_,2,success,
urn:sds:reg:gri:gri_207_1_a_iv,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_1_a_iv,urn:ngsi-ld:Indicator:how_the_approach_to_tax_is_linked_to_the_business_and_sustainable_development_strategies_of_the_,2,success,
urn:sds:reg:gri:gri_207_2_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_2_a,urn:ngsi-ld:Indicator:A_description_of_the_tax_governance_and_control_framework_including_,2,success,
urn:sds:reg:gri:gri_207_2_a_i,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_2_a_i,urn:ngsi-ld:Indicator:the_governance_body_or_executive-level_position_within_the_organization_accountable_for_complian,2,success,
urn:sds:reg:gri:gri_207_2_a_ii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_2_a_ii,urn:ngsi-ld:Indicator:how_the_approach_to_tax_is_embedded_within_the_organization_,2,success,
urn:sds:reg:gri:gri_207_2_a_iii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_2_a_iii,urn:ngsi-ld:Indicator:the_approach_to_tax_risks_including_how_risks_are_identified_managed_and_monitored_,2,success,
urn:sds:reg:gri:gri_207_2_a_iv,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_2_a_iv,urn:ngsi-ld:Indicator:how_compliance_with_the_tax_governance_and_control_framework_is_evaluated.,2,success,
urn:sds:reg:gri:gri_207_2_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_2_b,urn:ngsi-ld:Indicator:A_description_of_the_mechanisms_to_raise_concerns_about_the_organization_s_business_conduct_and_,2,success,
urn:sds:reg:gri:gri_207_2_c,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_2_c,urn:ngsi-ld:Indicator:A_description_of_the_assurance_process_for_disclosures_on_tax_including_if_applicable_a_link_or_,2,success,
urn:sds:reg:gri:gri_207_3_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_3_a,urn:ngsi-ld:Indicator:A_description_of_the_approach_to_stakeholder_engagement_and_management_of_stakeholder_concerns_r,2,success,
urn:sds:reg:gri:gri_207_3_a_i,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_3_a_i,urn:ngsi-ld:Indicator:the_approach_to_engagement_with_tax_authorities_,2,success,
urn:sds:reg:gri:gri_207_3_a_ii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_3_a_ii,urn:ngsi-ld:Indicator:the_approach_to_public_policy_advocacy_on_tax_,2,success,
urn:sds:reg:gri:gri_207_3_a_iii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_3_a_iii,urn:ngsi-ld:Indicator:the_processes_for_collecting_and_considering_the_views_and_concerns_of_stakeholders_including_ex,2,success,
urn:sds:reg:gri:gri_207_4_a,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_a,urn:ngsi-ld:Indicator:All_tax_jurisdictions_where_the_entities_included_in_the_organization_s_audited_consolidated_fin,2,success,
urn:sds:reg:gri:gri_207_4_b,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b,urn:ngsi-ld:Indicator:For_each_tax_jurisdiction_reported_in_Disclosure_207-4-a_,2,success,
urn:sds:reg:gri:gri_207_4_b_i,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_i,urn:ngsi-ld:Indicator:Names_of_the_resident_entities_,2,success,
urn:sds:reg:gri:gri_207_4_b_ii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_ii,urn:ngsi-ld:Indicator:Primary_activities_of_the_organization_,2,success,
urn:sds:reg:gri:gri_207_4_b_iii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_iii,urn:ngsi-ld:Indicator:Number_of_employees_and_the_basis_of_calculation_of_this_number_,2,success,
urn:sds:reg:gri:gri_207_4_b_iv,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_iv,urn:ngsi-ld:Indicator:Revenues_from_third-party_sales_,2,success,
urn:sds:reg:gri:gri_207_4_b_ix,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_ix,urn:ngsi-ld:Indicator:Corporate_income_tax_accrued_on_profit_loss_,2,success,
urn:sds:reg:gri:gri_207_4_b_v,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_v,urn:ngsi-ld:Indicator:Revenues_from_intra-group_transactions_with_other_tax_jurisdictions_,2,success,
urn:sds:reg:gri:gri_207_4_b_vi,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_vi,urn:ngsi-ld:Indicator:Profit_loss_before_tax_,2,success,
urn:sds:reg:gri:gri_207_4_b_vii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_vii,urn:ngsi-ld:Indicator:Tangible_assets_other_than_cash_and_cash_equivalents_,2,success,
urn:sds:reg:gri:gri_207_4_b_viii,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_viii,urn:ngsi-ld:Indicator:Corporate_income_tax_paid_on_a_cash_basis_,2,success,
urn:sds:reg:gri:gri_207_4_b_x,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_b_x,urn:ngsi-ld:Indicator:Reasons_for_the_difference_between_corporate_income_tax_accrued_on_profit_loss_and_the_tax_due_i,2,success,
urn:sds:reg:gri:gri_207_4_c,GRI Official,G,urn:ngsi-ld:Dataset:gri_gri_207_4_c,urn:ngsi-ld:Indicator:The_time_period_covered_by_the_information_reported_in_Disclosure_207-4.,2,success,
urn:sds:reg:gri:gri_3_1_a,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_1_a,urn:ngsi-ld:Indicator:describe_the_process_it_has_followed_to_determine_its_material_topics_including_,2,success,
urn:sds:reg:gri:gri_3_1_a_i,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_1_a_i,urn:ngsi-ld:Indicator:how_it_has_identified_actual_and_potential_negative_and_positive_impacts_on_the_economy_environm,2,success,
urn:sds:reg:gri:gri_3_1_a_ii,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_1_a_ii,urn:ngsi-ld:Indicator:how_it_has_prioritized_the_impacts_for_reporting_based_on_their_significance_,2,success,
urn:sds:reg:gri:gri_3_1_b,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_1_b,urn:ngsi-ld:Indicator:specify_the_stakeholders_and_experts_whose_views_have_informed_the_process_of_determining_its_ma,2,success,
urn:sds:reg:gri:gri_3_2_a,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_2_a,urn:ngsi-ld:Indicator:list_its_material_topics_,2,success,
urn:sds:reg:gri:gri_3_2_b,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_2_b,urn:ngsi-ld:Indicator:report_changes_to_the_list_of_material_topics_compared_to_the_previous_reporting_period.,2,success,
urn:sds:reg:gri:gri_3_3_a,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_a,urn:ngsi-ld:Indicator:describe_the_actual_and_potential_negative_and_positive_impacts_on_the_economy_environment_and_p,2,success,
urn:sds:reg:gri:gri_3_3_b,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_b,urn:ngsi-ld:Indicator:report_whether_the_organization_is_involved_with_the_negative_impacts_through_its_activities_or_,2,success,
urn:sds:reg:gri:gri_3_3_c,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_c,urn:ngsi-ld:Indicator:describe_its_policies_or_commitments_regarding_the_material_topic_,2,success,
urn:sds:reg:gri:gri_3_3_d,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_d,urn:ngsi-ld:Indicator:describe_actions_taken_to_manage_the_topic_and_related_impacts_including_,2,success,
urn:sds:reg:gri:gri_3_3_d_i,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_d_i,urn:ngsi-ld:Indicator:actions_to_prevent_or_mitigate_potential_negative_impacts_,2,success,
urn:sds:reg:gri:gri_3_3_d_ii,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_d_ii,urn:ngsi-ld:Indicator:actions_to_address_actual_negative_impacts_including_actions_to_provide_for_or_cooperate_in_thei,2,success,
urn:sds:reg:gri:gri_3_3_d_iii,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_d_iii,urn:ngsi-ld:Indicator:actions_to_manage_actual_and_potential_positive_impacts_,2,success,
urn:sds:reg:gri:gri_3_3_e,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_e,urn:ngsi-ld:Indicator:report_the_following_information_about_tracking_the_effectiveness_of_the_actions_taken_,2,success,
urn:sds:reg:gri:gri_3_3_e_i,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_e_i,urn:ngsi-ld:Indicator:processes_used_to_track_the_effectiveness_of_the_actions_,2,success,
urn:sds:reg:gri:gri_3_3_e_ii,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_e_ii,urn:ngsi-ld:Indicator:goals_targets_and_indicators_used_to_evaluate_progress_,2,success,
urn:sds:reg:gri:gri_3_3_e_iii,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_e_iii,urn:ngsi-ld:Indicator:the_effectiveness_of_the_actions_including_progress_toward_the_goals_and_targets_,2,success,
urn:sds:reg:gri:gri_3_3_e_iv,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_e_iv,urn:ngsi-ld:Indicator:lessons_learned_and_how_these_have_been_incorporated_into_the_organization_s_operational_policie,2,success,
urn:sds:reg:gri:gri_3_3_f,GRI Official,Transversal,urn:ngsi-ld:Dataset:gri_gri_3_3_f,urn:ngsi-ld:Indicator:describe_how_engagement_with_stakeholders_has_informed_the_actions_taken_3-3-d_and_how_it_has_in,2,success,
urn:sds:reg:gri:gri_301_1_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_301_1_a,urn:ngsi-ld:Indicator:Total_weight_or_volume_of_materials_that_are_used_to_produce_and_package_the_organization_s_prim,2,success,
urn:sds:reg:gri:gri_301_1_a_i,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_301_1_a_i,urn:ngsi-ld:Indicator:non-renewable_materials_used_,2,success,
urn:sds:reg:gri:gri_301_1_a_ii,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_301_1_a_ii,urn:ngsi-ld:Indicator:renewable_materials_used.,2,success,
urn:sds:reg:gri:gri_301_2_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_301_2_a,urn:ngsi-ld:Indicator:Percentage_of_recycled_input_materials_used_to_manufacture_the_organization_s_primary_products_a,2,success,
urn:sds:reg:gri:gri_301_3_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_301_3_a,urn:ngsi-ld:Indicator:Percentage_of_reclaimed_products_and_their_packaging_materials_for_each_product_category.,2,success,
urn:sds:reg:gri:gri_301_3_b,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_301_3_b,urn:ngsi-ld:Indicator:How_the_data_for_this_disclosure_have_been_collected.,2,success,
urn:sds:reg:gri:gri_302_1_c_iv,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_c_iv,urn:ngsi-ld:Indicator:steam_consumption,2,success,
urn:sds:reg:gri:gri_302_1_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_a,urn:ngsi-ld:Indicator:Total_fuel_consumption_within_the_organization_from_non-renewable_sources_in_joules_or_multiples,2,success,
urn:sds:reg:gri:gri_302_1_b,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_b,urn:ngsi-ld:Indicator:Total_fuel_consumption_within_the_organization_from_renewable_sources_in_joules_or_multiples_and,2,success,
urn:sds:reg:gri:gri_302_1_c,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_c,urn:ngsi-ld:Indicator:In_joules_watt-hours_or_multiples_the_total_,2,success,
urn:sds:reg:gri:gri_302_1_c_i,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_c_i,urn:ngsi-ld:Indicator:electricity_consumption,2,success,
urn:sds:reg:gri:gri_302_1_c_ii,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_c_ii,urn:ngsi-ld:Indicator:heating_consumption,2,success,
urn:sds:reg:gri:gri_302_1_c_iii,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_c_iii,urn:ngsi-ld:Indicator:cooling_consumption,2,success,
urn:sds:reg:gri:gri_302_1_d,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_d,urn:ngsi-ld:Indicator:In_joules_watt-hours_or_multiples_the_total_,2,success,
urn:sds:reg:gri:gri_302_1_d_i,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_d_i,urn:ngsi-ld:Indicator:electricity_sold,2,success,
urn:sds:reg:gri:gri_302_1_d_ii,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_d_ii,urn:ngsi-ld:Indicator:heating_sold,2,success,
urn:sds:reg:gri:gri_302_1_d_iii,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_d_iii,urn:ngsi-ld:Indicator:cooling_sold,2,success,
urn:sds:reg:gri:gri_302_1_d_iv,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_d_iv,urn:ngsi-ld:Indicator:steam_sold,2,success,
urn:sds:reg:gri:gri_302_1_e,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_e,urn:ngsi-ld:Indicator:Total_energy_consumption_within_the_organization_in_joules_or_multiples.,2,success,
urn:sds:reg:gri:gri_302_1_f,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_f,urn:ngsi-ld:Indicator:Standards_methodologies_assumptions_and_or_calculation_tools_used.,2,success,
urn:sds:reg:gri:gri_302_1_g,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_1_g,urn:ngsi-ld:Indicator:Source_of_the_conversion_factors_used.,2,success,
urn:sds:reg:gri:gri_302_2_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_2_a,urn:ngsi-ld:Indicator:Energy_consumption_outside_of_the_organization_in_joules_or_multiples.,2,success,
urn:sds:reg:gri:gri_302_2_b,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_2_b,urn:ngsi-ld:Indicator:Standards_methodologies_assumptions_and_or_calculation_tools_used.,2,success,
urn:sds:reg:gri:gri_302_2_c,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_2_c,urn:ngsi-ld:Indicator:Source_of_the_conversion_factors_used.,2,success,
urn:sds:reg:gri:gri_302_3_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_3_a,urn:ngsi-ld:Indicator:Energy_intensity_ratio_for_the_organization.,2,success,
urn:sds:reg:gri:gri_302_3_b,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_3_b,urn:ngsi-ld:Indicator:Organization-specific_metric_the_denominator_chosen_to_calculate_the_ratio.,2,success,
urn:sds:reg:gri:gri_302_3_c,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_3_c,urn:ngsi-ld:Indicator:Types_of_energy_included_in_the_intensity_ratio_whether_fuel_electricity_heating_cooling_steam_o,2,success,
urn:sds:reg:gri:gri_302_3_d,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_3_d,urn:ngsi-ld:Indicator:Whether_the_ratio_uses_energy_consumption_within_the_organization_outside_of_it_or_both.,2,success,
urn:sds:reg:gri:gri_302_4_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_4_a,urn:ngsi-ld:Indicator:Amount_of_reductions_in_energy_consumption_achieved_as_a_direct_result_of_conservation_and_effic,2,success,
urn:sds:reg:gri:gri_302_4_b,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_4_b,urn:ngsi-ld:Indicator:Types_of_energy_included_in_the_reductions_whether_fuel_electricity_heating_cooling_steam_or_all,2,success,
urn:sds:reg:gri:gri_302_4_c,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_4_c,urn:ngsi-ld:Indicator:Basis_for_calculating_reductions_in_energy_consumption_such_as_base_year_or_baseline_including_t,2,success,
urn:sds:reg:gri:gri_302_4_d,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_4_d,urn:ngsi-ld:Indicator:Standards_methodologies_assumptions_and_or_calculation_tools_used.,2,success,
urn:sds:reg:gri:gri_302_5_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_5_a,urn:ngsi-ld:Indicator:Reductions_in_energy_requirements_of_sold_products_and_services_achieved_during_the_reporting_pe,2,success,
urn:sds:reg:gri:gri_302_5_b,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_5_b,urn:ngsi-ld:Indicator:Basis_for_calculating_reductions_in_energy_consumption_such_as_base_year_or_baseline_including_t,2,success,
urn:sds:reg:gri:gri_302_5_c,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_302_5_c,urn:ngsi-ld:Indicator:Standards_methodologies_assumptions_and_or_calculation_tools_used.,2,success,
urn:sds:reg:gri:gri_303_1_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_1_a,urn:ngsi-ld:Indicator:A_description_of_how_the_organization_interacts_with_water_including_how_and_where_water_is_with,2,success,
urn:sds:reg:gri:gri_303_1_b,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_1_b,urn:ngsi-ld:Indicator:A_description_of_the_approach_used_to_identify_water-related_impacts_including_the_scope_of_asse,2,success,
urn:sds:reg:gri:gri_303_1_c,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_1_c,urn:ngsi-ld:Indicator:A_description_of_how_water-related_impacts_are_addressed_including_how_the_organization_works_wi,2,success,
urn:sds:reg:gri:gri_303_1_d,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_1_d,urn:ngsi-ld:Indicator:An_explanation_of_the_process_for_setting_any_water-related_goals_and_targets_that_are_part_of_t,2,success,
urn:sds:reg:gri:gri_303_2_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_2_a,urn:ngsi-ld:Indicator:A_description_of_any_minimum_standards_set_for_the_quality_of_effluent_discharge_and_how_these_m,2,success,
urn:sds:reg:gri:gri_303_2_a_i,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_2_a_i,urn:ngsi-ld:Indicator:how_standards_for_facilities_operating_in_locations_with_no_local_discharge_requirements_were_de,2,success,
urn:sds:reg:gri:gri_303_2_a_ii,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_2_a_ii,urn:ngsi-ld:Indicator:any_internally_developed_water_quality_standards_or_guidelines_,2,success,
urn:sds:reg:gri:gri_303_2_a_iii,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_2_a_iii,urn:ngsi-ld:Indicator:any_sector-specific_standards_considered_,2,success,
urn:sds:reg:gri:gri_303_2_a_iv,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_2_a_iv,urn:ngsi-ld:Indicator:whether_the_profile_of_the_receiving_waterbody_was_considered.,2,success,
urn:sds:reg:gri:gri_303_3_a,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_3_a,urn:ngsi-ld:Indicator:Total_water_withdrawal_from_all_areas_in_megaliters_and_a_breakdown_of_this_total_by_the_followi,2,success,
urn:sds:reg:gri:gri_303_3_a_i,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_3_a_i,urn:ngsi-ld:Indicator:Surface_water_,2,success,
urn:sds:reg:gri:gri_303_3_a_ii,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_3_a_ii,urn:ngsi-ld:Indicator:Groundwater_,2,success,
urn:sds:reg:gri:gri_303_3_a_iii,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_3_a_iii,urn:ngsi-ld:Indicator:Seawater_,2,success,
urn:sds:reg:gri:gri_303_3_a_iv,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_3_a_iv,urn:ngsi-ld:Indicator:Produced_water_,2,success,
urn:sds:reg:gri:gri_303_3_a_v,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_3_a_v,urn:ngsi-ld:Indicator:Third-party_water.,2,success,
urn:sds:reg:gri:gri_303_3_b,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_3_b,urn:ngsi-ld:Indicator:Total_water_withdrawal_from_all_areas_with_water_stress_in_megaliters_and_a_breakdown_of_this_to,2,success,
urn:sds:reg:gri:gri_303_3_b_i,GRI Official,E,urn:ngsi-ld:Dataset:gri_gri_303_3_b_i,urn:ngsi-ld:Indicator:Surface_water_,2,success,
